"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"1998100000","1998年度","02000","青森県","","1,479,000","","234,000","","266,000","","960,632","","5.48","","1.90","","***","","***","","***",""
"1998100000","1998年度","03000","岩手県","","1,419,000","","217,000","","285,000","","1,527,822","","5.15","","1.51","","***","","***","","***",""
"1998100000","1998年度","04000","宮城県","","2,355,000","","367,000","","381,000","","728,461","","6.09","","1.70","","***","","***","","***",""
"1998100000","1998年度","05000","秋田県","","1,200,000","","173,000","","264,000","","1,161,206","","4.76","","1.49","","***","","***","","***",""
"1998100000","1998年度","06000","山形県","","1,251,000","","195,000","","273,000","","932,334","","4.96","","1.38","","***","","***","","***",""
"1998100000","1998年度","07000","福島県","","2,132,000","","357,000","","410,000","","1,378,248","","5.59","","1.70","","***","","***","","***",""
"1998100000","1998年度","08000","茨城県","","2,980,000","","476,000","","466,000","","609,378","","5.90","","1.71","","***","","***","","***",""
"1998100000","1998年度","09000","栃木県","","2,001,000","","320,000","","325,000","","640,828","","6.01","","1.78","","***","","***","","***",""
"1998100000","1998年度","10000","群馬県","","2,017,000","","311,000","","348,000","","636,316","","6.00","","1.71","","***","","***","","***",""
"1998100000","1998年度","11000","埼玉県","","6,877,000","","1,053,000","","795,000","","379,730","","6.41","","1.96","","***","","***","","***",""
"1998100000","1998年度","12000","千葉県","","5,867,000","","868,000","","752,000","","515,615","","6.48","","1.97","","***","","***","","***",""
"1998100000","1998年度","13000","東京都","","11,939,000","","1,493,000","","1,745,000","","218,669","","6.92","","2.15","","***","","***","","***",""
"1998100000","1998年度","14000","神奈川県","","8,383,000","","1,208,000","","1,061,000","","241,511","","7.22","","2.09","","***","","***","","***",""
"1998100000","1998年度","15000","新潟県","","2,488,000","","382,000","","502,000","","1,258,229","","5.22","","1.34","","***","","***","","***",""
"1998100000","1998年度","16000","富山県","","1,124,000","","162,000","","222,000","","424,696","","5.66","","1.37","","***","","***","","***",""
"1998100000","1998年度","17000","石川県","","1,181,000","","180,000","","210,000","","418,491","","6.00","","1.57","","***","","***","","***",""
"1998100000","1998年度","18000","福井県","","828,000","","132,000","","162,000","","418,862","","5.68","","1.44","","***","","***","","***",""
"1998100000","1998年度","19000","山梨県","","888,000","","141,000","","166,000","","446,537","","5.70","","1.59","","***","","***","","***",""
"1998100000","1998年度","20000","長野県","","2,210,000","","343,000","","457,000","","1,358,522","","5.62","","1.52","","***","","***","","***",""
"1998100000","1998年度","21000","岐阜県","","2,108,000","","332,000","","360,000","","1,059,818","","5.75","","1.52","","***","","***","","***",""
"1998100000","1998年度","22000","静岡県","","3,758,000","","574,000","","625,000","","777,931","","6.16","","1.80","","***","","***","","***",""
"1998100000","1998年度","23000","愛知県","","6,973,000","","1,104,000","","934,000","","515,248","","6.94","","1.85","","***","","***","","***",""
"1998100000","1998年度","24000","三重県","","1,855,000","","289,000","","329,000","","577,379","","5.89","","1.72","","***","","***","","***",""
"1998100000","1998年度","25000","滋賀県","","1,323,000","","224,000","","203,000","","401,736","","6.39","","1.60","","***","","***","","***",""
"1998100000","1998年度","26000","京都府","","2,643,000","","378,000","","430,000","","461,272","","6.16","","1.79","","***","","***","","***",""
"1998100000","1998年度","27000","大阪府","","8,813,000","","1,290,000","","1,198,000","","189,276","","7.01","","2.37","","***","","***","","***",""
"1998100000","1998年度","28000","兵庫県","","5,494,000","","839,000","","865,000","","839,122","","6.50","","1.89","","***","","***","","***",""
"1998100000","1998年度","29000","奈良県","","1,443,000","","222,000","","223,000","","369,109","","5.73","","1.72","","***","","***","","***",""
"1998100000","1998年度","30000","和歌山県","","1,076,000","","164,000","","213,000","","472,464","","5.66","","1.98","","***","","***","","***",""
"1998100000","1998年度","31000","鳥取県","","615,000","","98,000","","129,000","","350,708","","5.21","","1.70","","***","","***","","***",""
"1998100000","1998年度","32000","島根県","","765,000","","117,000","","182,000","","670,703","","4.66","","1.26","","***","","***","","***",""
"1998100000","1998年度","33000","岡山県","","1,953,000","","301,000","","375,000","","711,165","","5.84","","1.81","","***","","***","","***",""
"1998100000","1998年度","34000","広島県","","2,882,000","","442,000","","502,000","","847,634","","6.04","","1.82","","***","","***","","***",""
"1998100000","1998年度","35000","山口県","","1,540,000","","221,000","","325,000","","611,017","","5.30","","1.81","","***","","***","","***",""
"1998100000","1998年度","36000","徳島県","","829,000","","123,000","","174,000","","414,478","","5.28","","1.67","","***","","***","","***",""
"1998100000","1998年度","37000","香川県","","1,025,000","","152,000","","205,000","","187,568","","5.91","","1.78","","***","","***","","***",""
"1998100000","1998年度","38000","愛媛県","","1,501,000","","224,000","","306,000","","567,587","","5.50","","1.92","","***","","***","","***",""
"1998100000","1998年度","39000","高知県","","816,000","","117,000","","183,000","","710,449","","5.09","","2.18","","***","","***","","***",""
"1998100000","1998年度","40000","福岡県","","4,990,000","","770,000","","813,000","","496,931","","6.17","","2.22","","***","","***","","***",""
"1998100000","1998年度","41000","佐賀県","","881,000","","150,000","","171,000","","243,918","","5.24","","1.68","","***","","***","","***",""
"1998100000","1998年度","42000","長崎県","","1,526,000","","249,000","","299,000","","409,173","","5.35","","1.81","","***","","***","","***",""
"1998100000","1998年度","43000","熊本県","","1,862,000","","301,000","","376,000","","740,271","","5.32","","1.82","","***","","***","","***",""
"1998100000","1998年度","44000","大分県","","1,226,000","","187,000","","252,000","","633,770","","5.33","","1.90","","***","","***","","***",""
"1998100000","1998年度","45000","宮崎県","","1,173,000","","192,000","","228,000","","773,395","","5.38","","2.10","","***","","***","","***",""
"1998100000","1998年度","46000","鹿児島県","","1,790,000","","291,000","","386,000","","918,662","","5.08","","1.83","","***","","***","","***",""
"1998100000","1998年度","47000","沖縄県","","1,298,000","","267,000","","172,000","","226,788","","6.41","","2.71","","***","","***","","***",""
"1997100000","1997年度","01000","北海道","","5,699,000","","854,000","","920,000","","7,841,618","","6.00","","2.23","","***","","***","","***",""
"1997100000","1997年度","02000","青森県","","1,481,000","","240,000","","256,000","","960,626","","5.34","","1.79","","***","","***","","***",""
"1997100000","1997年度","03000","岩手県","","1,419,000","","224,000","","275,000","","1,527,818","","4.96","","1.30","","***","","***","","***",""
"1997100000","1997年度","04000","宮城県","","2,348,000","","376,000","","367,000","","728,453","","5.95","","1.53","","***","","***","","***",""
"1997100000","1997年度","05000","秋田県","","1,205,000","","178,000","","256,000","","1,161,178","","4.64","","1.42","","***","","***","","***",""
"1997100000","1997年度","06000","山形県","","1,253,000","","199,000","","265,000","","932,334","","5.33","","1.18","","***","","***","","***",""
"1997100000","1997年度","07000","福島県","","2,134,000","","365,000","","398,000","","1,378,248","","5.65","","1.53","","***","","***","","***",""
"1997100000","1997年度","08000","茨城県","","2,973,000","","485,000","","451,000","","609,377","","5.90","","1.64","","***","","***","","***",""
"1997100000","1997年度","09000","栃木県","","1,996,000","","327,000","","315,000","","640,828","","5.82","","1.60","","***","","***","","***",""
"1997100000","1997年度","10000","群馬県","","2,013,000","","317,000","","337,000","","636,316","","5.89","","1.58","","***","","***","","***",""
"1997100000","1997年度","11000","埼玉県","","6,841,000","","1,066,000","","755,000","","379,730","","6.37","","1.82","","***","","***","","***",""
"1997100000","1997年度","12000","千葉県","","5,839,000","","882,000","","717,000","","515,605","","6.39","","1.85","","***","","***","","***",""
"1997100000","1997年度","13000","東京都","","11,881,000","","1,496,000","","1,673,000","","218,669","","6.82","","1.99","","***","","***","","***",""
"1997100000","1997年度","14000","神奈川県","","8,319,000","","1,212,000","","1,007,000","","241,427","","7.14","","1.95","","***","","***","","***",""
"1997100000","1997年度","15000","新潟県","","2,490,000","","390,000","","487,000","","1,258,212","","5.07","","1.20","","***","","***","","***",""
"1997100000","1997年度","16000","富山県","","1,124,000","","164,000","","215,000","","424,675","","5.49","","1.20","","***","","***","","***",""
"1997100000","1997年度","17000","石川県","","1,181,000","","183,000","","204,000","","418,489","","5.83","","1.36","","***","","***","","***",""
"1997100000","1997年度","18000","福井県","","828,000","","136,000","","157,000","","418,855","","5.32","","1.14","","***","","***","","***",""
"1997100000","1997年度","19000","山梨県","","886,000","","143,000","","161,000","","446,537","","5.69","","1.46","","***","","***","","***",""
"1997100000","1997年度","20000","長野県","","2,207,000","","347,000","","444,000","","1,358,522","","5.77","","1.30","","***","","***","","***",""
"1997100000","1997年度","21000","岐阜県","","2,106,000","","337,000","","348,000","","1,059,818","","5.70","","1.40","","***","","***","","***",""
"1997100000","1997年度","22000","静岡県","","3,752,000","","588,000","","602,000","","777,923","","6.00","","1.68","","***","","***","","***",""
"1997100000","1997年度","23000","愛知県","","6,931,000","","1,107,000","","895,000","","515,237","","6.83","","1.69","","***","","***","","***",""
"1997100000","1997年度","24000","三重県","","1,851,000","","294,000","","319,000","","577,376","","5.83","","1.53","","***","","***","","***",""
"1997100000","1997年度","25000","滋賀県","","1,310,000","","226,000","","196,000","","401,740","","6.24","","1.38","","***","","***","","***",""
"1997100000","1997年度","26000","京都府","","2,638,000","","383,000","","416,000","","461,271","","6.02","","1.66","","***","","***","","***",""
"1997100000","1997年度","27000","大阪府","","8,808,000","","1,301,000","","1,146,000","","189,276","","7.13","","2.14","","***","","***","","***",""
"1997100000","1997年度","28000","兵庫県","","5,455,000","","851,000","","829,000","","838,970","","6.41","","1.73","","***","","***","","***",""
"1997100000","1997年度","29000","奈良県","","1,442,000","","226,000","","215,000","","369,109","","5.92","","1.60","","***","","***","","***",""
"1997100000","1997年度","30000","和歌山県","","1,078,000","","168,000","","207,000","","472,456","","5.58","","1.76","","***","","***","","***",""
"1997100000","1997年度","31000","鳥取県","","614,000","","100,000","","126,000","","350,708","","5.05","","1.59","","***","","***","","***",""
"1997100000","1997年度","32000","島根県","","768,000","","120,000","","177,000","","670,700","","4.64","","1.21","","***","","***","","***",""
"1997100000","1997年度","33000","岡山県","","1,952,000","","306,000","","364,000","","711,117","","5.80","","1.60","","***","","***","","***",""
"1997100000","1997年度","34000","広島県","","2,882,000","","450,000","","487,000","","847,591","","6.04","","1.65","","***","","***","","***",""
"1997100000","1997年度","35000","山口県","","1,545,000","","227,000","","316,000","","611,001","","5.29","","1.66","","***","","***","","***",""
"1997100000","1997年度","36000","徳島県","","830,000","","126,000","","168,000","","414,476","","5.25","","1.55","","***","","***","","***",""
"1997100000","1997年度","37000","香川県","","1,026,000","","155,000","","199,000","","187,557","","5.79","","1.64","","***","","***","","***",""
"1997100000","1997年度","38000","愛媛県","","1,503,000","","231,000","","297,000","","567,559","","5.37","","1.73","","***","","***","","***",""
"1997100000","1997年度","39000","高知県","","816,000","","120,000","","178,000","","710,419","","5.08","","2.04","","***","","***","","***",""
"1997100000","1997年度","40000","福岡県","","4,971,000","","784,000","","786,000","","496,822","","6.12","","2.10","","***","","***","","***",""
"1997100000","1997年度","41000","佐賀県","","882,000","","154,000","","167,000","","243,910","","5.40","","1.56","","***","","***","","***",""
"1997100000","1997年度","42000","長崎県","","1,533,000","","258,000","","291,000","","409,140","","5.28","","1.63","","***","","***","","***",""
"1997100000","1997年度","43000","熊本県","","1,861,000","","308,000","","365,000","","740,259","","5.19","","1.64","","***","","***","","***",""
"1997100000","1997年度","44000","大分県","","1,228,000","","192,000","","245,000","","633,758","","5.28","","1.72","","***","","***","","***",""
"1997100000","1997年度","45000","宮崎県","","1,175,000","","199,000","","220,000","","773,372","","5.26","","1.94","","***","","***","","***",""
"1997100000","1997年度","46000","鹿児島県","","1,792,000","","301,000","","375,000","","918,637","","4.95","","1.65","","***","","***","","***",""
"1997100000","1997年度","47000","沖縄県","","1,289,000","","271,000","","163,000","","226,748","","6.56","","2.41","","***","","***","","***",""
"1996100000","1996年度","01000","北海道","","5,697,000","","876,000","","884,000","","7,841,551","","6.31","","2.05","","***","","438","","331",""
"1996100000","1996年度","02000","青森県","","1,483,000","","245,000","","247,000","","960,581","","5.52","","1.68","","***","","448","","364",""
"1996100000","1996年度","03000","岩手県","","1,420,000","","232,000","","265,000","","1,527,778","","5.09","","1.21","","***","","421","","349",""
"1996100000","1996年度","04000","宮城県","","2,338,000","","385,000","","352,000","","728,475","","6.02","","1.40","","***","","430","","336",""
"1996100000","1996年度","05000","秋田県","","1,210,000","","183,000","","247,000","","1,161,177","","4.79","","1.22","","***","","439","","343",""
"1996100000","1996年度","06000","山形県","","1,255,000","","204,000","","258,000","","932,334","","4.94","","1.12","","***","","435","","348",""
"1996100000","1996年度","07000","福島県","","2,134,000","","374,000","","385,000","","1,378,248","","5.68","","1.39","","***","","421","","331",""
"1996100000","1996年度","08000","茨城県","","2,966,000","","495,000","","435,000","","609,376","","5.92","","1.47","","***","","413","","313",""
"1996100000","1996年度","09000","栃木県","","1,991,000","","333,000","","304,000","","640,828","","6.04","","1.49","","***","","420","","311",""
"1996100000","1996年度","10000","群馬県","","2,009,000","","323,000","","326,000","","636,318","","5.97","","1.55","","***","","416","","305",""
"1996100000","1996年度","11000","埼玉県","","6,804,000","","1,079,000","","718,000","","379,728","","6.60","","1.71","","***","","412","","299",""
"1996100000","1996年度","12000","千葉県","","5,817,000","","899,000","","684,000","","515,599","","6.64","","1.70","","***","","402","","287",""
"1996100000","1996年度","13000","東京都","","11,808,000","","1,497,000","","1,601,000","","218,669","","7.11","","1.89","","***","","408","","286",""
"1996100000","1996年度","14000","神奈川県","","8,279,000","","1,221,000","","958,000","","241,401","","7.47","","1.84","","***","","411","","278",""
"1996100000","1996年度","15000","新潟県","","2,490,000","","398,000","","472,000","","1,258,196","","5.23","","1.07","","***","","415","","336",""
"1996100000","1996年度","16000","富山県","","1,125,000","","167,000","","209,000","","424,656","","5.55","","1.14","","***","","426","","335",""
"1996100000","1996年度","17000","石川県","","1,181,000","","186,000","","198,000","","418,488","","5.88","","1.24","","***","","428","","337",""
"1996100000","1996年度","18000","福井県","","828,000","","139,000","","152,000","","418,848","","5.68","","1.20","","***","","424","","328",""
"1996100000","1996年度","19000","山梨県","","885,000","","145,000","","156,000","","446,537","","6.00","","1.42","","***","","399","","308",""
"1996100000","1996年度","20000","長野県","","2,203,000","","351,000","","431,000","","1,358,522","","5.80","","1.24","","***","","439","","334",""
"1996100000","1996年度","21000","岐阜県","","2,104,000","","342,000","","335,000","","1,059,818","","5.74","","1.22","","***","","431","","315",""
"1996100000","1996年度","22000","静岡県","","3,745,000","","604,000","","578,000","","777,896","","6.17","","1.55","","***","","421","","314",""
"1996100000","1996年度","23000","愛知県","","6,897,000","","1,113,000","","857,000","","515,131","","7.04","","1.57","","***","","430","","299",""
"1996100000","1996年度","24000","三重県","","1,846,000","","299,000","","308,000","","577,373","","5.97","","1.44","","***","","413","","309",""
"1996100000","1996年度","25000","滋賀県","","1,298,000","","228,000","","189,000","","401,736","","6.34","","1.31","","***","","429","","306",""
"1996100000","1996年度","26000","京都府","","2,634,000","","387,000","","402,000","","461,271","","6.13","","1.56","","***","","424","","313",""
"1996100000","1996年度","27000","大阪府","","8,807,000","","1,312,000","","1,097,000","","189,268","","7.30","","1.98","","***","","426","","293",""
"1996100000","1996年度","28000","兵庫県","","5,421,000","","864,000","","795,000","","838,750","","6.53","","1.57","","***","","418","","289",""
"1996100000","1996年度","29000","奈良県","","1,437,000","","230,000","","207,000","","369,109","","5.96","","1.45","","***","","415","","303",""
"1996100000","1996年度","30000","和歌山県","","1,079,000","","172,000","","202,000","","472,454","","5.85","","1.68","","***","","414","","307",""
"1996100000","1996年度","31000","鳥取県","","615,000","","103,000","","122,000","","350,702","","5.25","","1.49","","***","","421","","330",""
"1996100000","1996年度","32000","島根県","","770,000","","123,000","","172,000","","670,647","","4.57","","1.09","","***","","428","","325",""
"1996100000","1996年度","33000","岡山県","","1,951,000","","310,000","","352,000","","711,115","","5.94","","1.53","","***","","422","","321",""
"1996100000","1996年度","34000","広島県","","2,881,000","","458,000","","472,000","","847,524","","6.10","","1.56","","***","","428","","312",""
"1996100000","1996年度","35000","山口県","","1,550,000","","234,000","","306,000","","611,027","","5.29","","1.53","","***","","429","","327",""
"1996100000","1996年度","36000","徳島県","","831,000","","129,000","","163,000","","414,438","","5.33","","1.44","","***","","415","","332",""
"1996100000","1996年度","37000","香川県","","1,027,000","","158,000","","193,000","","187,538","","5.82","","1.54","","***","","430","","324",""
"1996100000","1996年度","38000","愛媛県","","1,505,000","","238,000","","288,000","","567,550","","5.52","","1.65","","***","","409","","322",""
"1996100000","1996年度","39000","高知県","","816,000","","123,000","","173,000","","710,417","","5.33","","1.85","","***","","419","","334",""
"1996100000","1996年度","40000","福岡県","","4,952,000","","800,000","","757,000","","496,784","","6.22","","1.93","","***","","429","","322",""
"1996100000","1996年度","41000","佐賀県","","884,000","","157,000","","162,000","","243,902","","5.18","","1.38","","***","","440","","350",""
"1996100000","1996年度","42000","長崎県","","1,540,000","","268,000","","282,000","","409,096","","5.29","","1.55","","***","","424","","337",""
"1996100000","1996年度","43000","熊本県","","1,861,000","","315,000","","353,000","","740,246","","5.38","","1.64","","***","","421","","332",""
"1996100000","1996年度","44000","大分県","","1,230,000","","196,000","","237,000","","633,736","","5.27","","1.66","","***","","429","","338",""
"1996100000","1996年度","45000","宮崎県","","1,177,000","","206,000","","212,000","","773,369","","5.68","","1.83","","***","","422","","325",""
"1996100000","1996年度","46000","鹿児島県","","1,793,000","","310,000","","364,000","","918,612","","5.20","","1.52","","***","","434","","333",""
"1996100000","1996年度","47000","沖縄県","","1,282,000","","276,000","","156,000","","226,679","","6.62","","2.32","","***","","400","","334",""
"1995100000","1995年度","01000","北海道","","5,692,321","","898,673","","844,927","","7,841,545","","6.25","","1.97","","4.4","","***","","***",""
"1995100000","1995年度","02000","青森県","","1,481,663","","252,414","","236,745","","960,556","","5.61","","1.64","","5.0","","***","","***",""
"1995100000","1995年度","03000","岩手県","","1,419,505","","239,010","","255,256","","1,527,776","","5.06","","1.12","","3.2","","***","","***",""
"1995100000","1995年度","04000","宮城県","","2,328,739","","394,331","","337,520","","728,463","","6.00","","1.37","","3.9","","***","","***",""
"1995100000","1995年度","05000","秋田県","","1,213,667","","188,844","","237,682","","1,161,169","","4.88","","1.22","","3.4","","***","","***",""
"1995100000","1995年度","06000","山形県","","1,256,958","","208,596","","248,817","","932,332","","5.19","","1.06","","2.7","","***","","***",""
"1995100000","1995年度","07000","福島県","","2,133,592","","381,511","","371,572","","1,378,248","","5.66","","1.36","","3.4","","***","","***",""
"1995100000","1995年度","08000","茨城県","","2,955,530","","505,363","","418,610","","609,375","","5.93","","1.44","","3.8","","***","","***",""
"1995100000","1995年度","09000","栃木県","","1,984,390","","339,253","","292,947","","640,828","","5.97","","1.43","","3.7","","***","","***",""
"1995100000","1995年度","10000","群馬県","","2,003,540","","329,960","","313,425","","636,318","","6.06","","1.44","","3.7","","***","","***",""
"1995100000","1995年度","11000","埼玉県","","6,759,311","","1,090,395","","681,172","","379,728","","6.84","","1.64","","4.4","","***","","***",""
"1995100000","1995年度","12000","千葉県","","5,797,782","","915,719","","651,789","","515,598","","6.73","","1.66","","4.3","","***","","***",""
"1995100000","1995年度","13000","東京都","","11,773,605","","1,499,126","","1,530,695","","218,662","","7.16","","1.83","","4.9","","***","","***",""
"1995100000","1995年度","14000","神奈川県","","8,245,900","","1,231,943","","908,467","","241,358","","7.51","","1.77","","4.6","","***","","***",""
"1995100000","1995年度","15000","新潟県","","2,488,364","","406,791","","455,064","","1,258,175","","5.25","","1.06","","2.7","","***","","***",""
"1995100000","1995年度","16000","富山県","","1,123,125","","170,045","","201,320","","424,647","","5.49","","1.08","","2.8","","***","","***",""
"1995100000","1995年度","17000","石川県","","1,180,068","","189,741","","190,905","","418,483","","5.81","","1.22","","3.3","","***","","***",""
"1995100000","1995年度","18000","福井県","","826,996","","140,593","","146,728","","418,843","","5.57","","1.07","","2.5","","***","","***",""
"1995100000","1995年度","19000","山梨県","","881,996","","146,048","","151,148","","446,537","","6.02","","1.26","","3.4","","***","","***",""
"1995100000","1995年度","20000","長野県","","2,193,984","","355,267","","416,608","","1,358,522","","5.66","","1.18","","2.5","","***","","***",""
"1995100000","1995年度","21000","岐阜県","","2,100,315","","347,733","","322,209","","1,059,817","","5.64","","1.19","","3.2","","***","","***",""
"1995100000","1995年度","22000","静岡県","","3,737,689","","619,445","","553,530","","777,895","","6.15","","1.53","","3.5","","***","","***",""
"1995100000","1995年度","23000","愛知県","","6,868,336","","1,120,992","","819,026","","515,045","","6.99","","1.51","","3.7","","***","","***",""
"1995100000","1995年度","24000","三重県","","1,841,358","","303,645","","297,129","","577,366","","5.77","","1.36","","3.4","","***","","***",""
"1995100000","1995年度","25000","滋賀県","","1,287,005","","231,022","","181,376","","401,736","","6.18","","1.24","","3.1","","***","","***",""
"1995100000","1995年度","26000","京都府","","2,629,592","","390,138","","386,976","","461,239","","6.04","","1.54","","4.4","","***","","***",""
"1995100000","1995年度","27000","大阪府","","8,797,268","","1,321,475","","1,047,875","","189,206","","7.30","","1.96","","6.2","","***","","***",""
"1995100000","1995年度","28000","兵庫県","","5,401,877","","880,094","","763,752","","838,660","","6.20","","1.43","","5.1","","***","","***",""
"1995100000","1995年度","29000","奈良県","","1,430,862","","232,418","","198,192","","369,109","","6.08","","1.47","","4.2","","***","","***",""
"1995100000","1995年度","30000","和歌山県","","1,080,435","","175,660","","195,575","","472,429","","5.69","","1.66","","4.5","","***","","***",""
"1995100000","1995年度","31000","鳥取県","","614,929","","105,456","","118,380","","350,701","","5.28","","1.32","","3.0","","***","","***",""
"1995100000","1995年度","32000","島根県","","771,441","","126,403","","167,040","","670,647","","4.79","","1.06","","2.4","","***","","***",""
"1995100000","1995年度","33000","岡山県","","1,950,750","","315,902","","339,313","","711,105","","5.86","","1.46","","3.7","","***","","***",""
"1995100000","1995年度","34000","広島県","","2,881,748","","466,553","","456,497","","847,476","","6.12","","1.52","","3.7","","***","","***",""
"1995100000","1995年度","35000","山口県","","1,555,543","","240,469","","295,702","","611,008","","5.24","","1.50","","3.6","","***","","***",""
"1995100000","1995年度","36000","徳島県","","832,427","","132,495","","157,461","","414,437","","5.29","","1.39","","4.5","","***","","***",""
"1995100000","1995年度","37000","香川県","","1,027,006","","161,674","","186,850","","187,515","","5.64","","1.46","","3.9","","***","","***",""
"1995100000","1995年度","38000","愛媛県","","1,506,700","","245,563","","278,691","","567,523","","5.56","","1.52","","4.4","","***","","***",""
"1995100000","1995年度","39000","高知県","","816,704","","125,833","","167,967","","710,413","","5.11","","1.87","","5.4","","***","","***",""
"1995100000","1995年度","40000","福岡県","","4,933,393","","815,170","","728,574","","496,764","","6.15","","1.84","","5.5","","***","","***",""
"1995100000","1995年度","41000","佐賀県","","884,316","","160,307","","157,329","","243,899","","5.15","","1.38","","3.5","","***","","***",""
"1995100000","1995年度","42000","長崎県","","1,544,934","","277,263","","273,335","","409,066","","5.46","","1.53","","4.2","","***","","***",""
"1995100000","1995年度","43000","熊本県","","1,859,793","","321,462","","340,924","","740,234","","5.46","","1.56","","4.2","","***","","***",""
"1995100000","1995年度","44000","大分県","","1,231,306","","200,909","","229,076","","633,728","","5.41","","1.59","","3.9","","***","","***",""
"1995100000","1995年度","45000","宮崎県","","1,175,819","","210,806","","204,222","","773,366","","5.61","","1.65","","4.2","","***","","***",""
"1995100000","1995年度","46000","鹿児島県","","1,794,224","","319,918","","353,857","","918,599","","5.04","","1.46","","4.1","","***","","***",""
"1995100000","1995年度","47000","沖縄県","","1,273,440","","281,302","","148,567","","226,604","","6.60","","2.20","","10.3","","***","","***",""
"1994100000","1994年度","01000","北海道","","5,681,000","","915,000","","809,000","","7,841,517","","6.23","","1.94","","***","","***","","***",""
"1994100000","1994年度","02000","青森県","","1,480,000","","253,000","","226,000","","960,638","","5.57","","1.58","","***","","***","","***",""
"1994100000","1994年度","03000","岩手県","","1,418,000","","237,000","","244,000","","1,527,530","","5.14","","1.12","","***","","***","","***",""
"1994100000","1994年度","04000","宮城県","","2,313,000","","400,000","","324,000","","728,459","","5.88","","1.36","","***","","***","","***",""
"1994100000","1994年度","05000","秋田県","","1,216,000","","194,000","","228,000","","1,161,284","","4.89","","1.21","","***","","***","","***",""
"1994100000","1994年度","06000","山形県","","1,256,000","","212,000","","240,000","","932,332","","5.27","","1.09","","***","","***","","***",""
"1994100000","1994年度","07000","福島県","","2,129,000","","381,000","","358,000","","1,378,182","","5.50","","1.31","","***","","***","","***",""
"1994100000","1994年度","08000","茨城県","","2,940,000","","505,000","","400,000","","609,356","","6.04","","1.33","","***","","***","","***",""
"1994100000","1994年度","09000","栃木県","","1,977,000","","344,000","","282,000","","640,828","","5.88","","1.41","","***","","***","","***",""
"1994100000","1994年度","10000","群馬県","","1,996,000","","327,000","","301,000","","636,318","","5.98","","1.41","","***","","***","","***",""
"1994100000","1994年度","11000","埼玉県","","6,703,000","","1,101,000","","648,000","","379,733","","6.76","","1.58","","***","","***","","***",""
"1994100000","1994年度","12000","千葉県","","5,767,000","","932,000","","621,000","","515,592","","6.58","","1.60","","***","","***","","***",""
"1994100000","1994年度","13000","東京都","","11,796,000","","1,614,000","","1,476,000","","218,645","","7.08","","1.81","","***","","***","","***",""
"1994100000","1994年度","14000","神奈川県","","8,207,000","","1,277,000","","867,000","","241,327","","7.58","","1.74","","***","","***","","***",""
"1994100000","1994年度","15000","新潟県","","2,484,000","","413,000","","441,000","","1,258,174","","5.21","","0.98","","***","","***","","***",""
"1994100000","1994年度","16000","富山県","","1,121,000","","172,000","","196,000","","424,647","","5.45","","1.09","","***","","***","","***",""
"1994100000","1994年度","17000","石川県","","1,176,000","","192,000","","185,000","","418,480","","5.69","","1.17","","***","","***","","***",""
"1994100000","1994年度","18000","福井県","","825,000","","142,000","","142,000","","418,838","","5.56","","1.14","","***","","***","","***",""
"1994100000","1994年度","19000","山梨県","","877,000","","147,000","","147,000","","446,537","","6.07","","1.36","","***","","***","","***",""
"1994100000","1994年度","20000","長野県","","2,184,000","","357,000","","403,000","","1,358,522","","5.64","","1.11","","***","","***","","***",""
"1994100000","1994年度","21000","岐阜県","","2,095,000","","350,000","","310,000","","1,059,817","","5.66","","1.17","","***","","***","","***",""
"1994100000","1994年度","22000","静岡県","","3,729,000","","610,000","","535,000","","777,894","","6.09","","1.46","","***","","***","","***",""
"1994100000","1994年度","23000","愛知県","","6,839,000","","1,141,000","","779,000","","514,923","","6.85","","1.43","","***","","***","","***",""
"1994100000","1994年度","24000","三重県","","1,833,000","","302,000","","284,000","","577,452","","5.73","","1.34","","***","","***","","***",""
"1994100000","1994年度","25000","滋賀県","","1,273,000","","232,000","","174,000","","401,736","","6.19","","1.18","","***","","***","","***",""
"1994100000","1994年度","26000","京都府","","2,622,000","","407,000","","375,000","","461,238","","5.99","","1.48","","***","","***","","***",""
"1994100000","1994年度","27000","大阪府","","8,759,000","","1,364,000","","986,000","","189,163","","7.05","","1.97","","***","","***","","***",""
"1994100000","1994年度","28000","兵庫県","","5,469,000","","910,000","","757,000","","838,491","","6.41","","1.57","","***","","***","","***",""
"1994100000","1994年度","29000","奈良県","","1,420,000","","238,000","","188,000","","369,040","","5.79","","1.38","","***","","***","","***",""
