"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"2013100000","2013年度","10000","群馬県","","1,986,000","","262,000","","512,000","","636,233","","4.55","","1.77","","***","","***","","***",""
"2013100000","2013年度","11000","埼玉県","","7,228,000","","934,000","","1,661,000","","379,808","","5.02","","1.82","","***","","***","","***",""
"2013100000","2013年度","12000","千葉県","","6,201,000","","785,000","","1,505,000","","515,662","","5.06","","1.82","","***","","***","","***",""
"2013100000","2013年度","13000","東京都","","13,307,000","","1,503,000","","2,914,000","","218,867","","6.62","","1.87","","***","","***","","***",""
"2013100000","2013年度","14000","神奈川県","","9,084,000","","1,170,000","","2,033,000","","241,605","","5.48","","1.83","","***","","***","","***",""
"2013100000","2013年度","15000","新潟県","","2,336,000","","287,000","","655,000","","1,258,384","","4.27","","1.40","","***","","***","","***",""
"2013100000","2013年度","16000","富山県","","1,077,000","","135,000","","309,000","","424,762","","4.40","","1.45","","***","","***","","***",""
"2013100000","2013年度","17000","石川県","","1,160,000","","154,000","","302,000","","418,621","","4.60","","1.56","","***","","***","","***",""
"2013100000","2013年度","18000","福井県","","796,000","","108,000","","214,000","","418,989","","4.70","","1.48","","***","","***","","***",""
"2013100000","2013年度","19000","山梨県","","847,000","","108,000","","225,000","","446,537","","4.68","","1.74","","***","","***","","***",""
"2013100000","2013年度","20000","長野県","","2,122,000","","283,000","","600,000","","1,356,223","","4.68","","1.61","","***","","***","","***",""
"2013100000","2013年度","21000","岐阜県","","2,053,000","","279,000","","539,000","","1,062,117","","4.62","","1.57","","***","","***","","***",""
"2013100000","2013年度","22000","静岡県","","3,730,000","","496,000","","966,000","","778,060","","4.95","","1.80","","***","","***","","***",""
"2013100000","2013年度","23000","愛知県","","7,449,000","","1,049,000","","1,662,000","","516,516","","5.68","","1.76","","***","","***","","***",""
"2013100000","2013年度","24000","三重県","","1,833,000","","245,000","","480,000","","577,735","","4.82","","1.79","","***","","***","","***",""
"2013100000","2013年度","25000","滋賀県","","1,415,000","","209,000","","319,000","","401,736","","5.28","","1.65","","***","","***","","***",""
"2013100000","2013年度","26000","京都府","","2,622,000","","326,000","","676,000","","461,326","","4.86","","1.75","","***","","***","","***",""
"2013100000","2013年度","27000","大阪府","","8,856,000","","1,138,000","","2,184,000","","190,142","","5.49","","2.04","","***","","***","","***",""
"2013100000","2013年度","28000","兵庫県","","5,565,000","","741,000","","1,408,000","","839,647","","5.00","","1.81","","***","","***","","***",""
"2013100000","2013年度","29000","奈良県","","1,381,000","","176,000","","369,000","","369,109","","4.45","","1.64","","***","","***","","***",""
"2013100000","2013年度","30000","和歌山県","","980,000","","121,000","","288,000","","472,632","","4.71","","2.00","","***","","***","","***",""
"2013100000","2013年度","31000","鳥取県","","580,000","","76,000","","163,000","","350,731","","4.69","","1.69","","***","","***","","***",""
"2013100000","2013年度","32000","島根県","","704,000","","89,000","","217,000","","670,777","","4.25","","1.48","","***","","***","","***",""
"2013100000","2013年度","33000","岡山県","","1,932,000","","258,000","","524,000","","711,324","","5.00","","1.77","","***","","***","","***",""
"2013100000","2013年度","34000","広島県","","2,850,000","","380,000","","743,000","","847,981","","5.09","","1.78","","***","","***","","***",""
"2013100000","2013年度","35000","山口県","","1,425,000","","177,000","","429,000","","611,414","","4.57","","1.77","","***","","***","","***",""
"2013100000","2013年度","36000","徳島県","","769,000","","93,000","","224,000","","414,681","","4.46","","1.66","","***","","***","","***",""
"2013100000","2013年度","37000","香川県","","985,000","","129,000","","277,000","","187,658","","4.90","","1.80","","***","","***","","***",""
"2013100000","2013年度","38000","愛媛県","","1,406,000","","178,000","","404,000","","567,851","","4.56","","1.83","","***","","***","","***",""
"2013100000","2013年度","39000","高知県","","743,000","","88,000","","232,000","","710,520","","4.38","","1.94","","***","","***","","***",""
"2013100000","2013年度","40000","福岡県","","5,096,000","","687,000","","1,230,000","","497,942","","5.53","","2.02","","***","","***","","***",""
"2013100000","2013年度","41000","佐賀県","","841,000","","120,000","","219,000","","243,967","","4.75","","1.71","","***","","***","","***",""
"2013100000","2013年度","42000","長崎県","","1,397,000","","185,000","","390,000","","410,588","","4.70","","1.69","","***","","***","","***",""
"2013100000","2013年度","43000","熊本県","","1,801,000","","246,000","","491,000","","740,489","","4.96","","1.85","","***","","***","","***",""
"2013100000","2013年度","44000","大分県","","1,180,000","","152,000","","337,000","","633,982","","4.85","","1.85","","***","","***","","***",""
"2013100000","2013年度","45000","宮崎県","","1,119,000","","155,000","","310,000","","773,608","","5.06","","2.07","","***","","***","","***",""
"2013100000","2013年度","46000","鹿児島県","","1,675,000","","229,000","","467,000","","918,899","","4.88","","1.87","","***","","***","","***",""
"2013100000","2013年度","47000","沖縄県","","1,419,000","","249,000","","260,000","","227,672","","6.20","","2.57","","***","","***","","***",""
"2012100000","2012年度","01000","北海道","","5,465,000","","640,000","","1,422,000","","7,842,092","","4.86","","2.12","","***","","***","","***",""
"2012100000","2012年度","02000","青森県","","1,350,000","","164,000","","364,000","","964,470","","4.33","","1.78","","***","","***","","***",""
"2012100000","2012年度","03000","岩手県","","1,306,000","","162,000","","364,000","","1,527,889","","4.31","","1.51","","***","","***","","***",""
"2012100000","2012年度","04000","宮城県","","2,329,000","","301,000","","534,000","","728,577","","5.29","","1.70","","***","","***","","***",""
"2012100000","2012年度","05000","秋田県","","1,063,000","","118,000","","326,000","","1,163,630","","3.78","","1.41","","***","","***","","***",""
"2012100000","2012年度","06000","山形県","","1,153,000","","145,000","","326,000","","932,346","","4.23","","1.46","","***","","***","","***",""
"2012100000","2012年度","07000","福島県","","1,957,000","","252,000","","511,000","","1,378,276","","4.74","","1.64","","***","","***","","***",""
"2012100000","2012年度","08000","茨城県","","2,947,000","","388,000","","701,000","","609,572","","4.91","","1.79","","***","","***","","***",""
"2012100000","2012年度","09000","栃木県","","1,992,000","","263,000","","463,000","","640,828","","5.13","","1.85","","***","","***","","***",""
"2012100000","2012年度","10000","群馬県","","1,994,000","","267,000","","496,000","","636,233","","4.64","","1.77","","***","","***","","***",""
"2012100000","2012年度","11000","埼玉県","","7,216,000","","940,000","","1,585,000","","379,808","","5.10","","1.86","","***","","***","","***",""
"2012100000","2012年度","12000","千葉県","","6,200,000","","791,000","","1,437,000","","515,662","","5.19","","1.86","","***","","***","","***",""
"2012100000","2012年度","13000","東京都","","13,234,000","","1,494,000","","2,812,000","","218,867","","6.75","","1.91","","***","","***","","***",""
"2012100000","2012年度","14000","神奈川県","","9,070,000","","1,178,000","","1,948,000","","241,586","","5.68","","1.85","","***","","***","","***",""
"2012100000","2012年度","15000","新潟県","","2,350,000","","292,000","","639,000","","1,258,384","","4.35","","1.37","","***","","***","","***",""
"2012100000","2012年度","16000","富山県","","1,083,000","","138,000","","299,000","","424,761","","4.50","","1.43","","***","","***","","***",""
"2012100000","2012年度","17000","石川県","","1,164,000","","156,000","","291,000","","418,616","","4.90","","1.52","","***","","***","","***",""
"2012100000","2012年度","18000","福井県","","800,000","","109,000","","208,000","","418,988","","4.54","","1.55","","***","","***","","***",""
"2012100000","2012年度","19000","山梨県","","852,000","","110,000","","218,000","","446,537","","4.60","","1.87","","***","","***","","***",""
"2012100000","2012年度","20000","長野県","","2,132,000","","288,000","","585,000","","1,356,223","","4.67","","1.66","","***","","***","","***",""
"2012100000","2012年度","21000","岐阜県","","2,062,000","","283,000","","520,000","","1,062,117","","4.62","","1.60","","***","","***","","***",""
"2012100000","2012年度","22000","静岡県","","3,739,000","","501,000","","932,000","","778,060","","5.17","","1.84","","***","","***","","***",""
"2012100000","2012年度","23000","愛知県","","7,431,000","","1,056,000","","1,591,000","","516,514","","5.75","","1.82","","***","","***","","***",""
"2012100000","2012年度","24000","三重県","","1,841,000","","248,000","","465,000","","577,731","","4.89","","1.76","","***","","***","","***",""
"2012100000","2012年度","25000","滋賀県","","1,414,000","","210,000","","306,000","","401,736","","5.23","","1.66","","***","","***","","***",""
"2012100000","2012年度","26000","京都府","","2,628,000","","330,000","","649,000","","461,321","","5.02","","1.77","","***","","***","","***",""
"2012100000","2012年度","27000","大阪府","","8,861,000","","1,152,000","","2,099,000","","190,142","","5.43","","2.12","","***","","***","","***",""
"2012100000","2012年度","28000","兵庫県","","5,575,000","","750,000","","1,355,000","","839,639","","5.06","","1.84","","***","","***","","***",""
"2012100000","2012年度","29000","奈良県","","1,388,000","","179,000","","355,000","","369,109","","4.48","","1.72","","***","","***","","***",""
"2012100000","2012年度","30000","和歌山県","","988,000","","124,000","","281,000","","472,629","","4.72","","1.98","","***","","***","","***",""
"2012100000","2012年度","31000","鳥取県","","583,000","","77,000","","158,000","","350,731","","4.73","","1.83","","***","","***","","***",""
"2012100000","2012年度","32000","島根県","","708,000","","90,000","","212,000","","670,777","","4.40","","1.43","","***","","***","","***",""
"2012100000","2012年度","33000","岡山県","","1,937,000","","261,000","","507,000","","711,323","","4.94","","1.82","","***","","***","","***",""
"2012100000","2012年度","34000","広島県","","2,855,000","","383,000","","719,000","","847,973","","5.14","","1.78","","***","","***","","***",""
"2012100000","2012年度","35000","山口県","","1,434,000","","180,000","","418,000","","611,413","","4.57","","1.67","","***","","***","","***",""
"2012100000","2012年度","36000","徳島県","","775,000","","94,000","","217,000","","414,680","","4.35","","1.62","","***","","***","","***",""
"2012100000","2012年度","37000","香川県","","989,000","","131,000","","268,000","","187,655","","4.84","","1.91","","***","","***","","***",""
"2012100000","2012年度","38000","愛媛県","","1,415,000","","181,000","","393,000","","567,850","","4.51","","1.79","","***","","***","","***",""
"2012100000","2012年度","39000","高知県","","751,000","","89,000","","226,000","","710,519","","4.34","","1.87","","***","","***","","***",""
"2012100000","2012年度","40000","福岡県","","5,089,000","","687,000","","1,186,000","","497,930","","5.50","","2.07","","***","","***","","***",""
"2012100000","2012年度","41000","佐賀県","","845,000","","121,000","","214,000","","243,965","","4.74","","1.74","","***","","***","","***",""
"2012100000","2012年度","42000","長崎県","","1,408,000","","188,000","","380,000","","410,575","","4.50","","1.74","","***","","***","","***",""
"2012100000","2012年度","43000","熊本県","","1,807,000","","247,000","","478,000","","740,485","","4.96","","1.87","","***","","***","","***",""
"2012100000","2012年度","44000","大分県","","1,186,000","","153,000","","327,000","","633,975","","4.77","","1.84","","***","","***","","***",""
"2012100000","2012年度","45000","宮崎県","","1,125,000","","156,000","","301,000","","773,599","","5.04","","2.15","","***","","***","","***",""
"2012100000","2012年度","46000","鹿児島県","","1,687,000","","230,000","","457,000","","918,899","","4.79","","1.85","","***","","***","","***",""
"2012100000","2012年度","47000","沖縄県","","1,411,000","","248,000","","250,000","","227,664","","6.27","","2.58","","***","","***","","***",""
"2011100000","2011年度","01000","北海道","","5,488,000","","650,000","","1,382,000","","7,842,086","","4.83","","2.16","","***","","429","","302",""
"2011100000","2011年度","02000","青森県","","1,363,000","","168,000","","355,000","","964,455","","4.10","","1.74","","***","","427","","318",""
"2011100000","2011年度","03000","岩手県","","1,315,000","","165,000","","358,000","","1,527,889","","4.06","","1.55","","***","","426","","306",""
"2011100000","2011年度","04000","宮城県","","2,326,000","","303,000","","520,000","","728,577","","4.90","","1.64","","***","","409","","317",""
"2011100000","2011年度","05000","秋田県","","1,075,000","","121,000","","319,000","","1,163,628","","3.77","","1.45","","***","","401","","305",""
"2011100000","2011年度","06000","山形県","","1,162,000","","147,000","","321,000","","932,346","","4.08","","1.47","","***","","411","","329",""
"2011100000","2011年度","07000","福島県","","1,988,000","","263,000","","502,000","","1,378,276","","4.42","","1.68","","***","","413","","304",""
"2011100000","2011年度","08000","茨城県","","2,960,000","","394,000","","676,000","","609,572","","4.86","","1.72","","***","","410","","293",""
"2011100000","2011年度","09000","栃木県","","2,000,000","","267,000","","447,000","","640,828","","5.03","","1.83","","***","","423","","305",""
"2011100000","2011年度","10000","群馬県","","2,001,000","","272,000","","479,000","","636,233","","4.57","","1.76","","***","","426","","280",""
